game_id,school,sport,start_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance,venue,excitement_index,incident_id,offense_id,offense_name,incident_date
148,michigan state,football,2010-10-02 15:30:00,regular,wisconsin,1,34,24,0,24.0,11.0,2010-10-03 02:30:00,0.0,Spartan Stadium,,,,,
463,michigan,basketball,2015-01-24 19:00:00,regular,wisconsin (6),0,64,69,1,-,6.0,2015-01-25 05:00:00,,,,80204026.0,86833468.0,Sexual Assault With An Object,2015-01-25 05:00:00
463,michigan,basketball,2015-01-24 19:00:00,regular,wisconsin (6),0,64,69,1,-,6.0,2015-01-25 05:00:00,,,,80204006.0,86827093.0,Theft From Building,2015-01-24 22:00:00
471,michigan,basketball,2015-02-28 12:00:00,regular,maryland (14),0,56,66,0,-,14.0,2015-02-28 22:00:00,,,,80204975.0,86826093.0,Drug/Narcotic Violations,2015-02-28 15:00:00
471,michigan,basketball,2015-02-28 12:00:00,regular,maryland (14),0,56,66,0,-,14.0,2015-02-28 22:00:00,,,,80204977.0,86827446.0,Destruction/Damage/Vandalism of Property,2015-02-28 20:00:00
496,michigan,basketball,2016-01-27 19:00:00,regular,rutgers,1,68,57,0,-,,2016-01-28 05:00:00,,,,90579013.0,99230286.0,Drug/Narcotic Violations,2016-01-28 01:00:00
496,michigan,basketball,2016-01-27 19:00:00,regular,rutgers,1,68,57,0,-,,2016-01-28 05:00:00,,,,90579015.0,99230067.0,Simple Assault,2016-01-28 03:00:00
833,michigan-state,basketball,2015-02-10 19:00:00,regular,northwestern,1,68,44,0,-,,2015-02-11 05:00:00,,,,,,,
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101065447.0,124645211.0,Theft From Building,2018-08-31 19:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101075560.0,124650665.0,Simple Assault,2018-08-31 22:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101065448.0,124645212.0,All Other Larceny,2018-08-31 19:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101570076.0,125221321.0,All Other Larceny,2018-09-01 01:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101065444.0,124645208.0,Theft From Motor Vehicle,2018-08-31 23:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101572486.0,125216759.0,All Other Larceny,2018-08-31 20:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101075561.0,124647209.0,Simple Assault,2018-08-31 22:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101075553.0,124650657.0,Destruction/Damage/Vandalism of Property,2018-08-31 23:00:00
243,michigan state,football,2018-08-31 19:00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 06:00:00,0.0,Spartan Stadium,4.1366972475,101075553.0,124647202.0,Theft From Motor Vehicle,2018-08-31 23:00:00
392,michigan,basketball,2013-02-12 21:00:00,regular,michigan state (8),0,52,75,0,4,8.0,2013-02-13 07:00:00,,,,,,,
540,michigan,basketball,2017-02-25 16:00:00,regular,purdue (14),1,82,70,0,-,14.0,2017-02-26 02:00:00,,,,,,,
623,michigan,basketball,2019-03-16 15:30:00,CTOURN,minnesota,1,76,49,0,10,,2019-03-17 01:30:00,,,,,,,
737,michigan-state,basketball,2012-11-13 20:30:00,regular,kansas (7),1,67,64,0,21,7.0,2012-11-14 06:30:00,,,,,,,
858,michigan-state,basketball,2015-12-09 19:00:00,regular,maryland-eastern shore,1,78,35,0,1,,2015-12-10 05:00:00,,,,,,,
897,michigan-state,basketball,2016-12-27 21:00:00,regular,minnesota,1,75,74,1,-,,2016-12-28 07:00:00,,,,,,,
31,michigan,football,2011-10-29 12:00:00,regular,purdue,1,36,14,0,18.0,,2011-10-29 23:00:00,0.0,Michigan Stadium,3.03588944106312,,,,
516,michigan,basketball,2016-11-23 17:00:00,regular,south carolina,0,46,61,0,25,,2016-11-24 03:00:00,,,,89208456.0,97661651.0,Embezzlement,2016-11-24 00:00:00
516,michigan,basketball,2016-11-23 17:00:00,regular,south carolina,0,46,61,0,25,,2016-11-24 03:00:00,,,,88535195.0,96893257.0,Theft From Building,2016-11-24 00:00:00
516,michigan,basketball,2016-11-23 17:00:00,regular,south carolina,0,46,61,0,25,,2016-11-24 03:00:00,,,,92589334.0,101543041.0,Drug/Narcotic Violations,2016-11-23 22:00:00
516,michigan,basketball,2016-11-23 17:00:00,regular,south carolina,0,46,61,0,25,,2016-11-24 03:00:00,,,,88535966.0,96894211.0,Drug/Narcotic Violations,2016-11-23 18:00:00
85,michigan,football,2016-09-10 12:00:00,regular,ucf,1,51,14,0,5.0,,2016-09-10 23:00:00,109295.0,Michigan Stadium,0.176153318799999,88406814.0,96753374.0,Theft From Building,2016-09-10 20:00:00
85,michigan,football,2016-09-10 12:00:00,regular,ucf,1,51,14,0,5.0,,2016-09-10 23:00:00,109295.0,Michigan Stadium,0.176153318799999,88406433.0,96752805.0,Fondling,2016-09-10 21:00:00
85,michigan,football,2016-09-10 12:00:00,regular,ucf,1,51,14,0,5.0,,2016-09-10 23:00:00,109295.0,Michigan Stadium,0.176153318799999,88406816.0,96753376.0,All Other Larceny,2016-09-10 23:00:00
137,michigan state,football,2009-10-10 12:00:00,regular,illinois,1,24,14,0,,,2009-10-10 23:00:00,0.0,Memorial Stadium,,51478826.0,55411649.0,All Other Larceny,2009-10-10 16:00:00
251,michigan state,football,2018-11-03 12:00:00,regular,maryland,1,24,3,0,,,2018-11-03 23:00:00,0.0,Maryland Stadium,3.4197558846,101774183.0,125456196.0,Theft From Building,2018-11-03 12:00:00
251,michigan state,football,2018-11-03 12:00:00,regular,maryland,1,24,3,0,,,2018-11-03 23:00:00,0.0,Maryland Stadium,3.4197558846,101779872.0,125451557.0,Drug/Narcotic Violations,2018-11-03 19:00:00
251,michigan state,football,2018-11-03 12:00:00,regular,maryland,1,24,3,0,,,2018-11-03 23:00:00,0.0,Maryland Stadium,3.4197558846,101774180.0,125456193.0,Intimidation,2018-11-03 13:00:00
451,michigan,basketball,2014-12-06 12:00:00,regular,njit,0,70,72,0,17,,2014-12-06 22:00:00,,,,74956725.0,82008546.0,Simple Assault,2014-12-06 22:00:00
580,michigan,basketball,2018-02-24 12:00:00,regular,maryland,1,85,61,0,17,,2018-02-24 22:00:00,,,,96340041.0,119232205.0,Shoplifting,2018-02-24 15:00:00
580,michigan,basketball,2018-02-24 12:00:00,regular,maryland,1,85,61,0,17,,2018-02-24 22:00:00,,,,96340057.0,119232228.0,Destruction/Damage/Vandalism of Property,2018-02-24 19:00:00
808,michigan-state,basketball,2014-03-28 21:57:00,NCAA,virginia (3),1,61,59,0,,3.0,2014-03-29 07:57:00,,,,,,,
65,michigan,football,2014-10-04 19:00:00,regular,rutgers,0,24,26,0,,,2014-10-05 06:00:00,53327.0,High Point Solutions Stadium,8.04130262189999,,,,
458,michigan,basketball,2015-01-06 19:00:00,regular,penn state,1,73,64,0,-,,2015-01-07 05:00:00,,,,,,,
879,michigan-state,basketball,2016-03-05 12:00:00,regular,ohio state,1,91,76,0,2,,2016-03-05 22:00:00,,,,,,,
883,michigan-state,basketball,2016-03-18 14:45:00,NCAA,middle tennessee,0,81,90,0,,,2016-03-19 00:45:00,,,,,,,
53,michigan,football,2013-10-12 17:00:00,regular,penn state,0,40,43,1,18.0,,2013-10-13 04:00:00,107884.0,Beaver Stadium,6.30726746883631,69062704.0,75222680.0,Drug/Narcotic Violations,2013-10-12 21:00:00
255,michigan state,football,2019-08-30 19:00:00,regular,tulsa,1,28,7,0,18.0,,2019-08-31 06:00:00,72005.0,Spartan Stadium,0.6125123066,115985123.0,140822025.0,Theft From Building,2019-08-30 19:00:00
255,michigan state,football,2019-08-30 19:00:00,regular,tulsa,1,28,7,0,18.0,,2019-08-31 06:00:00,72005.0,Spartan Stadium,0.6125123066,115979537.0,140822058.0,Theft From Motor Vehicle,2019-08-31 00:00:00
255,michigan state,football,2019-08-30 19:00:00,regular,tulsa,1,28,7,0,18.0,,2019-08-31 06:00:00,72005.0,Spartan Stadium,0.6125123066,118826156.0,144058331.0,Theft From Motor Vehicle,2019-08-30 22:00:00
255,michigan state,football,2019-08-30 19:00:00,regular,tulsa,1,28,7,0,18.0,,2019-08-31 06:00:00,72005.0,Spartan Stadium,0.6125123066,118826164.0,144061198.0,Theft From Motor Vehicle,2019-08-30 22:00:00
255,michigan state,football,2019-08-30 19:00:00,regular,tulsa,1,28,7,0,18.0,,2019-08-31 06:00:00,72005.0,Spartan Stadium,0.6125123066,117820287.0,142945038.0,Fondling,2019-08-30 22:00:00
481,michigan,basketball,2015-11-27 19:00:00,regular,texas,1,78,72,0,-,,2015-11-28 05:00:00,,,,80210052.0,86827553.0,Theft From Motor Vehicle,2015-11-27 22:00:00
588,michigan,basketball,2018-03-24 20:49:00,NCAA,florida state,1,58,54,0,,,2018-03-25 06:49:00,,,,98394992.0,121596498.0,Theft From Building,2018-03-25 03:00:00
588,michigan,basketball,2018-03-24 20:49:00,NCAA,florida state,1,58,54,0,,,2018-03-25 06:49:00,,,,98394979.0,121596486.0,Drug/Narcotic Violations,2018-03-25 01:00:00
588,michigan,basketball,2018-03-24 20:49:00,NCAA,florida state,1,58,54,0,,,2018-03-25 06:49:00,,,,98394996.0,121596503.0,Destruction/Damage/Vandalism of Property,2018-03-25 01:00:00
799,michigan-state,basketball,2014-02-23 12:00:00,regular,michigan (20),0,70,79,0,13,20.0,2014-02-23 22:00:00,,,,,,,
804,michigan-state,basketball,2014-03-15 16:10:00,CTOURN,wisconsin (12),1,83,75,0,22,12.0,2014-03-16 02:10:00,,,,,,,
898,michigan-state,basketball,2016-12-30 18:00:00,regular,northwestern,1,61,52,0,-,,2016-12-31 04:00:00,,,,,,,
970,michigan-state,basketball,2019-01-13 16:30:00,regular,penn state,1,71,56,0,6,,2019-01-14 02:30:00,,,,,,,
133,michigan state,football,2009-09-12 12:00:00,regular,central michigan,0,27,29,0,,,2009-09-12 23:00:00,0.0,Spartan Stadium,,51477882.0,55414369.0,Simple Assault,2009-09-12 14:00:00
133,michigan state,football,2009-09-12 12:00:00,regular,central michigan,0,27,29,0,,,2009-09-12 23:00:00,0.0,Spartan Stadium,,51477881.0,55416258.0,All Other Larceny,2009-09-12 12:00:00
133,michigan state,football,2009-09-12 12:00:00,regular,central michigan,0,27,29,0,,,2009-09-12 23:00:00,0.0,Spartan Stadium,,51477883.0,55414370.0,Purse-snatching,2009-09-12 16:00:00
133,michigan state,football,2009-09-12 12:00:00,regular,central michigan,0,27,29,0,,,2009-09-12 23:00:00,0.0,Spartan Stadium,,51477884.0,55411626.0,Theft From Building,2009-09-12 21:00:00
296,michigan,basketball,2010-03-07 16:00:00,regular,michigan state (11),0,48,64,0,-,11.0,2010-03-08 02:00:00,,,,55982448.0,61576279.0,Theft From Building,2010-03-07 18:00:00
472,michigan,basketball,2015-03-03 21:00:00,regular,northwestern,0,78,82,1,-,,2015-03-04 07:00:00,,,,,,,
853,michigan-state,basketball,2015-11-26 18:30:00,regular,boston college,1,99,68,0,3,,2015-11-27 04:30:00,,,,,,,
78,michigan,football,2015-10-17 15:30:00,regular,michigan state,0,23,27,0,12.0,7.0,2015-10-18 02:30:00,111740.0,Michigan Stadium,8.37285859919999,80209061.0,86834338.0,Simple Assault,2015-10-17 17:00:00
78,michigan,football,2015-10-17 15:30:00,regular,michigan state,0,23,27,0,12.0,7.0,2015-10-18 02:30:00,111740.0,Michigan Stadium,8.37285859919999,80209063.0,86828641.0,Theft From Building,2015-10-17 19:00:00
78,michigan,football,2015-10-17 15:30:00,regular,michigan state,0,23,27,0,12.0,7.0,2015-10-18 02:30:00,111740.0,Michigan Stadium,8.37285859919999,80209065.0,86827302.0,Intimidation,2015-10-17 20:00:00
78,michigan,football,2015-10-17 15:30:00,regular,michigan state,0,23,27,0,12.0,7.0,2015-10-18 02:30:00,111740.0,Michigan Stadium,8.37285859919999,80209064.0,86827941.0,All Other Larceny,2015-10-17 19:00:00
322,michigan,basketball,2011-02-06 12:00:00,regular,penn state,1,65,62,0,-,,2011-02-06 22:00:00,,,,,,,
513,michigan,basketball,2016-11-13 12:00:00,regular,iupui,1,77,65,0,-,,2016-11-13 22:00:00,,,,88535139.0,96894166.0,Drug/Narcotic Violations,2016-11-13 16:00:00
513,michigan,basketball,2016-11-13 12:00:00,regular,iupui,1,77,65,0,-,,2016-11-13 22:00:00,,,,88535140.0,96894169.0,Theft From Building,2016-11-13 16:00:00
918,michigan-state,basketball,2017-03-19 17:15:00,NCAA,kansas (3),0,70,90,0,,3.0,2017-03-20 03:15:00,,,,,,,
321,michigan,basketball,2011-02-03 19:00:00,regular,ohio state (1),0,53,62,0,-,1.0,2011-02-04 05:00:00,,,,59271641.0,62409884.0,Drug/Narcotic Violations,2011-02-04 01:00:00
362,michigan,basketball,2012-02-25 18:00:00,regular,purdue,0,61,75,0,11,,2012-02-26 04:00:00,,,,64799415.0,68768896.0,Counterfeiting/Forgery,2012-02-25 18:00:00
362,michigan,basketball,2012-02-25 18:00:00,regular,purdue,0,61,75,0,11,,2012-02-26 04:00:00,,,,64799416.0,68759004.0,Drug/Narcotic Violations,2012-02-25 22:00:00
613,michigan,basketball,2019-02-05 20:00:00,regular,rutgers,1,77,65,0,7,,2019-02-06 06:00:00,,,,105544870.0,129726054.0,Simple Assault,2019-02-05 20:00:00
633,michigan-state,basketball,2009-11-28 17:30:00,regular,massachusetts,1,106,68,0,2,,2009-11-29 03:30:00,,,,,,,
673,michigan-state,basketball,2010-12-07 21:00:00,regular,syracuse (8),0,58,72,0,7,8.0,2010-12-08 07:00:00,,,,,,,
857,michigan-state,basketball,2015-12-05 12:00:00,regular,binghamton,1,76,33,0,3,,2015-12-05 22:00:00,,,,,,,
961,michigan-state,basketball,2018-11-30 18:00:00,regular,rutgers,1,78,67,0,9,,2018-12-01 04:00:00,,,,,,,
974,michigan-state,basketball,2019-01-27 13:00:00,regular,purdue,0,63,73,0,6,,2019-01-27 23:00:00,,,,,,,
375,michigan,basketball,2012-12-04 20:30:00,regular,western michigan,1,73,41,0,3,,2012-12-05 06:30:00,,,,64808000.0,68777299.0,Theft From Motor Vehicle,2012-12-05 05:00:00
593,michigan,basketball,2018-11-14 18:30:00,regular,villanova (8),1,73,46,0,18,8.0,2018-11-15 04:30:00,,,,,,,
597,michigan,basketball,2018-11-28 21:30:00,regular,north carolina (11),1,84,67,0,7,11.0,2018-11-29 07:30:00,,,,,,,
876,michigan-state,basketball,2016-02-23 21:00:00,regular,ohio state,1,81,62,0,6,,2016-02-24 07:00:00,,,,,,,
976,michigan-state,basketball,2019-02-05 19:00:00,regular,illinois,0,74,79,0,9,,2019-02-06 05:00:00,,,,,,,
108,michigan,football,2018-09-01 19:30:00,regular,notre dame,0,17,24,0,14.0,12.0,2018-09-02 06:30:00,0.0,Notre Dame Stadium,4.2446507286,101604525.0,125251668.0,Drug/Narcotic Violations,2018-09-02 00:00:00
155,michigan state,football,2010-11-27 12:00:00,regular,penn state,1,28,22,0,10.0,,2010-11-27 23:00:00,0.0,Beaver Stadium,,,,,
683,michigan-state,basketball,2011-01-22 21:00:00,regular,purdue (14),0,76,86,0,17,14.0,2011-01-23 07:00:00,,,,,,,
744,michigan-state,basketball,2012-12-05 19:30:00,regular,arkansas-pine bluff,1,76,44,0,19,,2012-12-06 05:30:00,,,,,,,
950,michigan-state,basketball,2018-03-02 12:00:00,CTOURN,wisconsin,1,63,60,0,2,,2018-03-02 22:00:00,,,,,,,
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276236.0,62416176.0,All Other Larceny,2011-11-19 13:00:00
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276230.0,62422677.0,Theft From Building,2011-11-19 12:00:00
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276235.0,62413686.0,Theft From Building,2011-11-19 17:00:00
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276233.0,62422786.0,Simple Assault,2011-11-19 14:00:00
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276229.0,62420358.0,Simple Assault,2011-11-19 12:00:00
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276232.0,62422678.0,All Other Larceny,2011-11-19 13:00:00
34,michigan,football,2011-11-19 12:00:00,regular,nebraska,1,45,17,0,18.0,16.0,2011-11-19 23:00:00,0.0,Michigan Stadium,2.50823995934404,59276234.0,62422679.0,Theft From Building,2011-11-19 15:00:00
193,michigan state,football,2013-12-07 20:17:00,regular,ohio state,1,34,24,0,10.0,2.0,2013-12-08 07:17:00,66002.0,,5.03109936717497,68586277.0,77594357.0,Arson,2013-12-08 00:00:00
193,michigan state,football,2013-12-07 20:17:00,regular,ohio state,1,34,24,0,10.0,2.0,2013-12-08 07:17:00,66002.0,,5.03109936717497,68586304.0,77594902.0,Arson,2013-12-08 00:00:00
193,michigan state,football,2013-12-07 20:17:00,regular,ohio state,1,34,24,0,10.0,2.0,2013-12-08 07:17:00,66002.0,,5.03109936717497,68586275.0,77591885.0,Arson,2013-12-08 00:00:00
193,michigan state,football,2013-12-07 20:17:00,regular,ohio state,1,34,24,0,10.0,2.0,2013-12-08 07:17:00,66002.0,,5.03109936717497,68586292.0,77583361.0,Aggravated Assault,2013-12-08 00:00:00
193,michigan state,football,2013-12-07 20:17:00,regular,ohio state,1,34,24,0,10.0,2.0,2013-12-08 07:17:00,66002.0,,5.03109936717497,68586278.0,77585972.0,Destruction/Damage/Vandalism of Property,2013-12-08 00:00:00
193,michigan state,football,2013-12-07 20:17:00,regular,ohio state,1,34,24,0,10.0,2.0,2013-12-08 07:17:00,66002.0,,5.03109936717497,68586276.0,77590661.0,Arson,2013-12-08 00:00:00
211,michigan state,football,2015-10-10 20:00:00,regular,rutgers,1,31,24,0,4.0,,2015-10-11 07:00:00,50373.0,High Point Solutions Stadium,4.9001101617,81416393.0,89044586.0,Simple Assault,2015-10-11 00:00:00
368,michigan,basketball,2012-11-09 20:30:00,regular,slippery rock,1,100,62,0,5,,2012-11-10 06:30:00,,,,,,,
530,michigan,basketball,2017-01-17 21:00:00,regular,wisconsin (17),0,64,68,0,-,17.0,2017-01-18 07:00:00,,,,93506349.0,115987531.0,Theft From Building,2017-01-18 00:00:00
530,michigan,basketball,2017-01-17 21:00:00,regular,wisconsin (17),0,64,68,0,-,17.0,2017-01-18 07:00:00,,,,88829014.0,110639093.0,Burglary/Breaking & Entering,2017-01-17 23:00:00
642,michigan-state,basketball,2010-01-06 18:30:00,regular,wisconsin (17),1,54,47,0,10,17.0,2010-01-07 04:30:00,,,,,,,
796,michigan-state,basketball,2014-02-13 19:00:00,regular,northwestern,1,85,70,0,9,,2014-02-14 05:00:00,,,,,,,
101,michigan,football,2017-10-14 12:00:00,regular,indiana,1,27,20,1,17.0,,2017-10-14 23:00:00,52929.0,Memorial Stadium,6.2868640798,94030975.0,116585740.0,Theft From Building,2017-10-14 13:00:00
101,michigan,football,2017-10-14 12:00:00,regular,indiana,1,27,20,1,17.0,,2017-10-14 23:00:00,52929.0,Memorial Stadium,6.2868640798,94030965.0,116585729.0,Theft From Building,2017-10-14 17:00:00
101,michigan,football,2017-10-14 12:00:00,regular,indiana,1,27,20,1,17.0,,2017-10-14 23:00:00,52929.0,Memorial Stadium,6.2868640798,94030966.0,116585725.0,Simple Assault,2017-10-14 15:00:00
101,michigan,football,2017-10-14 12:00:00,regular,indiana,1,27,20,1,17.0,,2017-10-14 23:00:00,52929.0,Memorial Stadium,6.2868640798,94030966.0,116585727.0,Drug/Narcotic Violations,2017-10-14 15:00:00
115,michigan,football,2018-10-20 12:00:00,regular,michigan state,1,21,7,0,6.0,24.0,2018-10-20 23:00:00,0.0,Spartan Stadium,4.9480972354,,,,
126,michigan,football,2019-10-19 19:30:00,regular,penn state,0,21,28,0,16.0,7.0,2019-10-20 06:30:00,110669.0,Beaver Stadium,4.0725947433,,,,
756,michigan-state,basketball,2013-01-27 13:00:00,regular,indiana (7),0,70,75,0,13,7.0,2013-01-27 23:00:00,,,,,,,
772,michigan-state,basketball,2013-11-08 19:00:00,regular,mcneese state,1,98,56,0,2,,2013-11-09 05:00:00,,,,,,,
81,michigan,football,2015-11-14 15:30:00,regular,indiana,1,48,41,1,14.0,,2015-11-15 02:30:00,49557.0,Memorial Stadium,8.0822552742,80210020.0,86828057.0,Theft From Building,2015-11-14 16:00:00
385,michigan,basketball,2013-01-17 19:00:00,regular,minnesota (9),1,83,75,0,5,9.0,2013-01-18 05:00:00,,,,69056297.0,75222112.0,Destruction/Damage/Vandalism of Property,2013-01-18 01:00:00
385,michigan,basketball,2013-01-17 19:00:00,regular,minnesota (9),1,83,75,0,5,9.0,2013-01-18 05:00:00,,,,69056297.0,75222111.0,Simple Assault,2013-01-18 01:00:00
385,michigan,basketball,2013-01-17 19:00:00,regular,minnesota (9),1,83,75,0,5,9.0,2013-01-18 05:00:00,,,,69056294.0,75216053.0,Simple Assault,2013-01-17 19:00:00
385,michigan,basketball,2013-01-17 19:00:00,regular,minnesota (9),1,83,75,0,5,9.0,2013-01-18 05:00:00,,,,69056296.0,75216054.0,Drug/Narcotic Violations,2013-01-17 23:00:00
830,michigan-state,basketball,2015-01-29 18:00:00,regular,rutgers,1,71,51,0,-,,2015-01-30 04:00:00,,,,,,,
847,michigan-state,basketball,2015-03-29 14:20:00,NCAA,louisville (17),1,76,70,1,,17.0,2015-03-30 00:20:00,,,,,,,
874,michigan-state,basketball,2016-02-14 13:00:00,regular,indiana,1,88,69,0,8,,2016-02-14 23:00:00,,,,,,,
939,michigan-state,basketball,2018-01-22 21:00:00,regular,illinois,1,87,74,0,6,,2018-01-23 07:00:00,,,,,,,
28,michigan,football,2011-10-01 12:00:00,regular,minnesota,1,58,0,0,19.0,,2011-10-01 23:00:00,0.0,Michigan Stadium,4.83738216735322,,,,
183,michigan state,football,2013-09-14 14:00:00,regular,youngstown state,1,55,17,0,,,2013-09-15 01:00:00,71626.0,Spartan Stadium,1.94106890966762,68582952.0,77594610.0,Drug Equipment Violations,2013-09-14 23:00:00
183,michigan state,football,2013-09-14 14:00:00,regular,youngstown state,1,55,17,0,,,2013-09-15 01:00:00,71626.0,Spartan Stadium,1.94106890966762,68582952.0,77594609.0,Drug/Narcotic Violations,2013-09-14 23:00:00
183,michigan state,football,2013-09-14 14:00:00,regular,youngstown state,1,55,17,0,,,2013-09-15 01:00:00,71626.0,Spartan Stadium,1.94106890966762,68582951.0,77589715.0,Destruction/Damage/Vandalism of Property,2013-09-14 18:00:00
210,michigan state,football,2015-10-03 12:00:00,regular,purdue,1,24,21,0,2.0,,2015-10-03 23:00:00,74418.0,Spartan Stadium,2.49100477099999,81416394.0,89042168.0,Theft From Building,2015-10-03 15:00:00
210,michigan state,football,2015-10-03 12:00:00,regular,purdue,1,24,21,0,2.0,,2015-10-03 23:00:00,74418.0,Spartan Stadium,2.49100477099999,81416365.0,89048492.0,Drug/Narcotic Violations,2015-10-03 12:00:00
436,michigan,basketball,2014-03-08 18:00:00,regular,indiana,1,84,80,0,12,,2014-03-09 04:00:00,,,,,,,
497,michigan,basketball,2016-01-30 12:00:00,regular,penn state,1,79,72,0,-,,2016-01-30 22:00:00,,,,83706394.0,91413034.0,Theft From Building,2016-01-30 20:00:00
596,michigan,basketball,2018-11-23 16:00:00,regular,chattanooga,1,83,55,0,9,,2018-11-24 02:00:00,,,,,,,
762,michigan-state,basketball,2013-02-19 19:00:00,regular,indiana (1),0,68,72,0,4,1.0,2013-02-20 05:00:00,,,,,,,
300,michigan,basketball,2010-11-18 19:00:00,regular,bowling green state,1,69,50,0,-,,2010-11-19 05:00:00,,,,55987206.0,61584875.0,Theft From Building,2010-11-18 22:00:00
300,michigan,basketball,2010-11-18 19:00:00,regular,bowling green state,1,69,50,0,-,,2010-11-19 05:00:00,,,,55987207.0,61585279.0,Theft From Building,2010-11-18 19:00:00
300,michigan,basketball,2010-11-18 19:00:00,regular,bowling green state,1,69,50,0,-,,2010-11-19 05:00:00,,,,55987209.0,61572679.0,Theft From Building,2010-11-18 19:00:00
300,michigan,basketball,2010-11-18 19:00:00,regular,bowling green state,1,69,50,0,-,,2010-11-19 05:00:00,,,,55987192.0,61584634.0,Simple Assault,2010-11-18 19:00:00
300,michigan,basketball,2010-11-18 19:00:00,regular,bowling green state,1,69,50,0,-,,2010-11-19 05:00:00,,,,55987202.0,61572677.0,Theft From Building,2010-11-19 02:00:00
406,michigan,basketball,2013-04-08 21:23:00,NCAA,louisville (2),0,76,82,0,,2.0,2013-04-09 07:23:00,,,,69058967.0,75215540.0,Arson,2013-04-09 00:00:00
406,michigan,basketball,2013-04-08 21:23:00,NCAA,louisville (2),0,76,82,0,,2.0,2013-04-09 07:23:00,,,,69058968.0,75221719.0,Arson,2013-04-09 02:00:00
412,michigan,basketball,2013-11-24 19:30:00,regular,charlotte,0,61,63,0,15,,2013-11-25 05:30:00,,,,69063613.0,75227007.0,Theft From Building,2013-11-25 01:00:00
784,michigan-state,basketball,2013-12-31 17:00:00,regular,penn state,1,79,63,0,5,,2014-01-01 03:00:00,,,,,,,
787,michigan-state,basketball,2014-01-11 14:15:00,regular,minnesota,1,87,75,1,5,,2014-01-12 00:15:00,,,,,,,
842,michigan-state,basketball,2015-03-14 15:30:00,CTOURN,maryland (8),1,62,58,0,-,8.0,2015-03-15 01:30:00,,,,,,,
587,michigan,basketball,2018-03-22 19:37:00,NCAA,texas a&m,1,99,72,0,,,2018-03-23 05:37:00,,,,,,,
731,michigan-state,basketball,2012-03-10 13:40:00,CTOURN,wisconsin (14),1,65,52,0,8,14.0,2012-03-10 23:40:00,,,,,,,
988,michigan-state,basketball,2019-03-21 14:45:00,NCAA,bradley,1,76,65,0,,,2019-03-22 00:45:00,,,,,,,
76,michigan,football,2015-10-03 12:00:00,regular,maryland,1,28,0,0,22.0,,2015-10-03 23:00:00,51802.0,Maryland Stadium,3.3616752942,80209015.0,86830478.0,Theft From Building,2015-10-03 16:00:00
667,michigan-state,basketball,2010-11-22 21:30:00,regular,chaminade,1,82,74,0,2,,2010-11-23 07:30:00,,,,,,,
688,michigan-state,basketball,2011-02-10 19:00:00,regular,penn state,1,75,57,0,-,,2011-02-11 05:00:00,,,,,,,
723,michigan-state,basketball,2012-02-11 18:00:00,regular,ohio state (3),1,58,48,0,11,3.0,2012-02-12 04:00:00,,,,,,,
