game_id,school,sport,start_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance,venue,excitement_index
210,michigan state,football,2015-10-03 16:00:00+00:00,regular,purdue,1,24,21,0,2.0,,2015-10-04 03:00:00+00:00,74418.0,Spartan Stadium,2.49100477099999
211,michigan state,football,2015-10-11 00:00:00+00:00,regular,rutgers,1,31,24,0,4.0,,2015-10-11 11:00:00+00:00,50373.0,High Point Solutions Stadium,4.9001101617
212,michigan state,football,2015-10-17 19:30:00+00:00,regular,michigan,1,27,23,0,7.0,12.0,2015-10-18 06:30:00+00:00,111740.0,Michigan Stadium,8.37285859919999
213,michigan state,football,2015-10-24 19:30:00+00:00,regular,indiana,1,52,26,0,7.0,,2015-10-25 06:30:00+00:00,74144.0,Spartan Stadium,5.0838017606
214,michigan state,football,2015-11-08 00:00:00+00:00,regular,nebraska,0,38,39,0,7.0,,2015-11-08 11:00:00+00:00,90094.0,Memorial Stadium,6.2928227126
215,michigan state,football,2015-11-14 17:00:00+00:00,regular,maryland,1,24,7,0,13.0,,2015-11-15 04:00:00+00:00,73406.0,Spartan Stadium,3.2915766538
216,michigan state,football,2015-11-21 20:30:00+00:00,regular,ohio state,1,17,14,0,9.0,3.0,2015-11-22 07:30:00+00:00,108975.0,Ohio Stadium,6.5789758562
217,michigan state,football,2015-11-28 20:30:00+00:00,regular,penn state,1,55,16,0,5.0,,2015-11-29 07:30:00+00:00,74705.0,Spartan Stadium,1.91492241679999
218,michigan state,football,2015-12-06 01:00:00+00:00,regular,iowa,1,16,13,0,5.0,4.0,2015-12-06 12:00:00+00:00,66985.0,Lucas Oil Stadium,7.7791631218
219,michigan state,football,2016-09-02 23:00:00+00:00,regular,furman,1,28,13,0,12.0,,2016-09-03 10:00:00+00:00,74516.0,Spartan Stadium,0.4020657328
220,michigan state,football,2016-09-17 23:30:00+00:00,regular,notre dame,1,36,28,0,12.0,18.0,2016-09-18 10:30:00+00:00,80795.0,Notre Dame Stadium,4.5435825078
221,michigan state,football,2016-09-24 16:00:00+00:00,regular,wisconsin,0,6,30,0,8.0,11.0,2016-09-25 03:00:00+00:00,75505.0,Spartan Stadium,3.8522703656
222,michigan state,football,2016-10-02 00:00:00+00:00,regular,indiana,0,21,24,1,17.0,,2016-10-02 11:00:00+00:00,43971.0,Memorial Stadium,7.2468708604
223,michigan state,football,2016-10-08 19:30:00+00:00,regular,byu,0,14,31,0,,,2016-10-09 06:30:00+00:00,74214.0,Spartan Stadium,4.9758366519
224,michigan state,football,2016-10-15 19:30:00+00:00,regular,northwestern,0,40,54,0,,,2016-10-16 06:30:00+00:00,75625.0,Spartan Stadium,5.88482854509999
225,michigan state,football,2016-10-22 23:30:00+00:00,regular,maryland,0,17,28,0,,,2016-10-23 10:30:00+00:00,41235.0,Maryland Stadium,7.1177043288
226,michigan state,football,2016-10-29 16:00:00+00:00,regular,michigan,0,23,32,0,,2.0,2016-10-30 03:00:00+00:00,75802.0,Spartan Stadium,2.2884563912
227,michigan state,football,2016-11-05 16:00:00+00:00,regular,illinois,0,27,31,0,,,2016-11-06 03:00:00+00:00,47144.0,Memorial Stadium,8.796648115
228,michigan state,football,2016-11-12 17:00:00+00:00,regular,rutgers,1,49,0,0,,,2016-11-13 04:00:00+00:00,73701.0,Spartan Stadium,0.565525243999999
229,michigan state,football,2016-11-19 17:00:00+00:00,regular,ohio state,0,16,17,0,,2.0,2016-11-20 04:00:00+00:00,73303.0,Spartan Stadium,4.3896877058
230,michigan state,football,2016-11-26 20:30:00+00:00,regular,penn state,0,12,45,0,,7.0,2016-11-27 07:30:00+00:00,97418.0,Beaver Stadium,3.18578837359999
231,michigan state,football,2017-09-02 16:00:00+00:00,regular,bowling green,1,35,10,0,,,2017-09-03 03:00:00+00:00,71202.0,Spartan Stadium,2.13648702639999
232,michigan state,football,2017-09-09 19:30:00+00:00,regular,western michigan,1,28,14,0,,,2017-09-10 06:30:00+00:00,72910.0,Spartan Stadium,2.93628456419999
233,michigan state,football,2017-09-24 00:00:00+00:00,regular,notre dame,0,18,38,0,,,2017-09-24 11:00:00+00:00,74023.0,Spartan Stadium,2.2865633443
234,michigan state,football,2017-09-30 20:00:00+00:00,regular,iowa,1,17,10,0,,,2017-10-01 07:00:00+00:00,73331.0,Spartan Stadium,4.2867321965
235,michigan state,football,2017-10-07 23:30:00+00:00,regular,michigan,1,14,10,0,,7.0,2017-10-08 10:30:00+00:00,112432.0,Michigan Stadium,8.2066226901
236,michigan state,football,2017-10-15 00:00:00+00:00,regular,minnesota,1,30,27,0,21.0,,2017-10-15 11:00:00+00:00,47541.0,TCF Bank Stadium,3.0882198875
237,michigan state,football,2017-10-21 19:30:00+00:00,regular,indiana,1,17,9,0,18.0,,2017-10-22 06:30:00+00:00,74111.0,Spartan Stadium,8.7606457019
238,michigan state,football,2017-10-28 19:30:00+00:00,regular,northwestern,0,31,39,1,16.0,,2017-10-29 06:30:00+00:00,39369.0,Ryan Field,8.5312202879
239,michigan state,football,2017-11-04 16:00:00+00:00,regular,penn state,1,27,24,0,24.0,7.0,2017-11-05 03:00:00+00:00,71605.0,Spartan Stadium,8.4900095465
240,michigan state,football,2017-11-11 17:00:00+00:00,regular,ohio state,0,3,48,0,12.0,13.0,2017-11-12 04:00:00+00:00,107011.0,Ohio Stadium,0.7828138123
241,michigan state,football,2017-11-18 21:00:00+00:00,regular,maryland,1,17,7,0,17.0,,2017-11-19 08:00:00+00:00,70216.0,Spartan Stadium,1.5702145
242,michigan state,football,2017-11-25 21:00:00+00:00,regular,rutgers,1,40,7,0,16.0,,2017-11-26 08:00:00+00:00,35021.0,High Point Solutions Stadium,1.7562760463
243,michigan state,football,2018-08-31 23:00:00+00:00,regular,utah state,1,38,31,0,11.0,,2018-09-01 10:00:00+00:00,0.0,Spartan Stadium,4.1366972475
244,michigan state,football,2018-09-09 02:45:00+00:00,regular,arizona state,0,13,16,0,15.0,,2018-09-09 13:45:00+00:00,0.0,Sun Devil Stadium,7.8041556334
245,michigan state,football,2018-09-22 23:30:00+00:00,regular,indiana,1,35,21,0,24.0,,2018-09-23 10:30:00+00:00,0.0,Memorial Stadium,3.0982747115
246,michigan state,football,2018-09-29 16:00:00+00:00,regular,central michigan,1,31,20,0,21.0,,2018-09-30 03:00:00+00:00,0.0,Spartan Stadium,3.1949065044
247,michigan state,football,2018-10-06 16:00:00+00:00,regular,northwestern,0,19,29,0,20.0,,2018-10-07 03:00:00+00:00,0.0,Spartan Stadium,8.5150324998
248,michigan state,football,2018-10-13 19:30:00+00:00,regular,penn state,1,21,17,0,,8.0,2018-10-14 06:30:00+00:00,0.0,Beaver Stadium,7.1749069096
249,michigan state,football,2018-10-20 16:00:00+00:00,regular,michigan,0,7,21,0,24.0,6.0,2018-10-21 03:00:00+00:00,0.0,Spartan Stadium,4.9480972354
250,michigan state,football,2018-10-27 16:00:00+00:00,regular,purdue,1,23,13,0,,,2018-10-28 03:00:00+00:00,0.0,Spartan Stadium,7.7845100768
251,michigan state,football,2018-11-03 16:00:00+00:00,regular,maryland,1,24,3,0,,,2018-11-04 03:00:00+00:00,0.0,Maryland Stadium,3.4197558846
252,michigan state,football,2018-11-10 17:00:00+00:00,regular,ohio state,0,6,26,0,18.0,10.0,2018-11-11 04:00:00+00:00,0.0,Spartan Stadium,6.0547208426
253,michigan state,football,2018-11-17 17:00:00+00:00,regular,nebraska,0,6,9,0,,,2018-11-18 04:00:00+00:00,0.0,Memorial Stadium,8.2254778155
254,michigan state,football,2018-11-24 21:00:00+00:00,regular,rutgers,1,14,10,0,,,2018-11-25 08:00:00+00:00,0.0,Spartan Stadium,6.53818389
255,michigan state,football,2019-08-30 23:00:00+00:00,regular,tulsa,1,28,7,0,18.0,,2019-08-31 10:00:00+00:00,72005.0,Spartan Stadium,0.6125123066
256,michigan state,football,2019-09-07 23:30:00+00:00,regular,western michigan,1,51,17,0,19.0,,2019-09-08 10:30:00+00:00,73113.0,Spartan Stadium,0.9360172957
257,michigan state,football,2019-09-14 20:00:00+00:00,regular,arizona state,0,7,10,0,18.0,,2019-09-15 07:00:00+00:00,73531.0,Spartan Stadium,7.2995017468
258,michigan state,football,2019-09-21 16:00:00+00:00,regular,northwestern,1,31,10,0,,,2019-09-22 03:00:00+00:00,40114.0,Ryan Field,3.0353201171
259,michigan state,football,2019-09-28 19:30:00+00:00,regular,indiana,1,40,31,0,25.0,,2019-09-29 06:30:00+00:00,71048.0,Spartan Stadium,6.6153972155
260,michigan state,football,2019-10-05 23:30:00+00:00,regular,ohio state,0,10,34,0,25.0,4.0,2019-10-06 10:30:00+00:00,104797.0,Ohio Stadium,1.2566887765
261,michigan state,football,2019-10-12 19:30:00+00:00,regular,wisconsin,0,0,38,0,,8.0,2019-10-13 06:30:00+00:00,80470.0,Camp Randall Stadium,1.36349714189999
262,michigan state,football,2019-10-26 19:30:00+00:00,regular,penn state,0,7,28,0,,6.0,2019-10-27 06:30:00+00:00,70298.0,Spartan Stadium,2.2829302891
263,michigan state,football,2019-11-09 20:30:00+00:00,regular,illinois,0,34,37,0,,,2019-11-10 07:30:00+00:00,63370.0,Spartan Stadium,3.7908518628
264,michigan state,football,2019-11-16 17:00:00+00:00,regular,michigan,0,10,44,0,,15.0,2019-11-17 04:00:00+00:00,111496.0,Michigan Stadium,2.29015208989999
265,michigan state,football,2019-11-23 17:00:00+00:00,regular,rutgers,1,27,0,0,,,2019-11-24 04:00:00+00:00,24641.0,High Point Solutions Stadium,1.1951435053
266,michigan state,football,2019-11-30 20:30:00+00:00,regular,maryland,1,19,16,0,,,2019-12-01 07:30:00+00:00,51366.0,Spartan Stadium,5.27291221909999
267,michigan,basketball,2009-11-14 19:00:00,regular,northern michigan,1,97,50,0,15,,2009-11-15 05:00:00,,,
268,michigan,basketball,2009-11-20 19:00:00,regular,houston baptist,1,77,55,0,15,,2009-11-21 05:00:00,,,
269,michigan,basketball,2009-11-26 12:00:00,regular,creighton,1,83,76,1,15,,2009-11-26 22:00:00,,,
270,michigan,basketball,2009-11-27 12:00:00,regular,marquette,0,65,79,0,15,,2009-11-27 22:00:00,,,
271,michigan,basketball,2009-11-29 17:00:00,regular,alabama,0,66,68,0,15,,2009-11-30 03:00:00,,,
272,michigan,basketball,2009-12-02 19:30:00,regular,boston college,0,58,62,0,-,,2009-12-03 05:30:00,,,
273,michigan,basketball,2009-12-05 14:00:00,regular,arkansas-pine bluff,1,67,53,0,-,,2009-12-06 00:00:00,,,
274,michigan,basketball,2009-12-09 21:00:00,regular,utah,0,52,68,0,-,,2009-12-10 07:00:00,,,
275,michigan,basketball,2009-12-13 12:00:00,regular,detroit mercy,1,75,64,0,-,,2009-12-13 22:00:00,,,
276,michigan,basketball,2009-12-19 12:00:00,regular,kansas (1),0,64,75,0,-,1.0,2009-12-19 22:00:00,,,
277,michigan,basketball,2009-12-22 19:00:00,regular,coppin state,1,76,46,0,-,,2009-12-23 05:00:00,,,
278,michigan,basketball,2009-12-31 12:00:00,regular,indiana,0,65,71,0,-,,2009-12-31 22:00:00,,,
279,michigan,basketball,2010-01-03 16:30:00,regular,ohio state (15),1,73,64,0,-,15.0,2010-01-04 02:30:00,,,
280,michigan,basketball,2010-01-07 19:00:00,regular,penn state,1,64,55,0,-,,2010-01-08 05:00:00,,,
281,michigan,basketball,2010-01-10 14:30:00,regular,northwestern,0,62,68,0,-,,2010-01-11 00:30:00,,,
282,michigan,basketball,2010-01-14 21:00:00,regular,indiana,1,69,45,0,-,,2010-01-15 07:00:00,,,
283,michigan,basketball,2010-01-17 13:30:00,regular,connecticut (15),1,68,63,0,-,15.0,2010-01-17 23:30:00,,,
284,michigan,basketball,2010-01-20 20:30:00,regular,wisconsin (18),0,48,54,0,-,18.0,2010-01-21 06:30:00,,,
285,michigan,basketball,2010-01-23 16:00:00,regular,purdue (13),0,59,69,0,-,13.0,2010-01-24 02:00:00,,,
286,michigan,basketball,2010-01-26 19:00:00,regular,michigan state (5),0,56,57,0,-,5.0,2010-01-27 05:00:00,,,
287,michigan,basketball,2010-01-30 16:35:00,regular,iowa,1,60,46,0,-,,2010-01-31 02:35:00,,,
288,michigan,basketball,2010-02-02 19:00:00,regular,northwestern,0,52,67,0,-,,2010-02-03 05:00:00,,,
289,michigan,basketball,2010-02-06 16:00:00,regular,wisconsin (16),0,44,62,0,-,16.0,2010-02-07 02:00:00,,,
290,michigan,basketball,2010-02-11 19:00:00,regular,minnesota,1,71,63,0,-,,2010-02-12 05:00:00,,,
291,michigan,basketball,2010-02-16 21:05:00,regular,iowa,1,80,78,1,-,,2010-02-17 07:05:00,,,
292,michigan,basketball,2010-02-20 18:00:00,regular,penn state,0,51,55,0,-,,2010-02-21 04:00:00,,,
293,michigan,basketball,2010-02-23 19:00:00,regular,illinois,0,44,51,0,-,,2010-02-24 05:00:00,,,
294,michigan,basketball,2010-02-27 12:00:00,regular,ohio state (9),0,55,66,0,-,9.0,2010-02-27 22:00:00,,,
295,michigan,basketball,2010-03-02 19:00:00,regular,minnesota,1,83,55,0,-,,2010-03-03 05:00:00,,,
296,michigan,basketball,2010-03-07 16:00:00,regular,michigan state (11),0,48,64,0,-,11.0,2010-03-08 02:00:00,,,
297,michigan,basketball,2010-03-11 14:30:00,CTOURN,iowa,1,59,52,0,-,,2010-03-12 00:30:00,,,
298,michigan,basketball,2010-03-12 12:00:00,CTOURN,ohio state (5),0,68,69,0,-,5.0,2010-03-12 22:00:00,,,
299,michigan,basketball,2010-11-13 19:00:00,regular,south carolina upstate,1,66,35,0,-,,2010-11-14 05:00:00,,,
300,michigan,basketball,2010-11-18 19:00:00,regular,bowling green state,1,69,50,0,-,,2010-11-19 05:00:00,,,
301,michigan,basketball,2010-11-21 14:00:00,regular,gardner-webb,1,80,58,0,-,,2010-11-22 00:00:00,,,
302,michigan,basketball,2010-11-26 20:00:00,regular,syracuse (9),0,50,53,0,-,9.0,2010-11-27 06:00:00,,,
303,michigan,basketball,2010-11-27 17:30:00,regular,utep,0,56,65,0,-,,2010-11-28 03:30:00,,,
304,michigan,basketball,2010-11-30 21:00:00,regular,clemson,1,69,61,0,-,,2010-12-01 07:00:00,,,
305,michigan,basketball,2010-12-04 13:00:00,regular,harvard,1,65,62,0,-,,2010-12-04 23:00:00,,,
306,michigan,basketball,2010-12-06 19:30:00,regular,concordia (mi),1,86,65,0,-,,2010-12-07 05:30:00,,,
307,michigan,basketball,2010-12-10 18:30:00,regular,utah,1,75,64,0,-,,2010-12-11 04:30:00,,,
308,michigan,basketball,2010-12-14 19:00:00,regular,north carolina central,1,64,44,0,-,,2010-12-15 05:00:00,,,
309,michigan,basketball,2010-12-18 12:00:00,regular,oakland,1,69,51,0,-,,2010-12-18 22:00:00,,,
310,michigan,basketball,2010-12-23 18:00:00,regular,bryant,1,87,71,0,-,,2010-12-24 04:00:00,,,
311,michigan,basketball,2010-12-28 14:00:00,regular,purdue (12),0,57,80,0,-,12.0,2010-12-29 00:00:00,,,
312,michigan,basketball,2011-01-02 16:00:00,regular,penn state,1,76,69,0,-,,2011-01-03 02:00:00,,,
313,michigan,basketball,2011-01-05 20:30:00,regular,wisconsin,0,50,66,0,-,,2011-01-06 06:30:00,,,
314,michigan,basketball,2011-01-09 16:30:00,regular,kansas (3),0,60,67,1,-,3.0,2011-01-10 02:30:00,,,
315,michigan,basketball,2011-01-12 18:30:00,regular,ohio state (2),0,64,68,0,-,2.0,2011-01-13 04:30:00,,,
316,michigan,basketball,2011-01-15 20:00:00,regular,indiana,0,61,80,0,-,,2011-01-16 06:00:00,,,
317,michigan,basketball,2011-01-18 21:00:00,regular,northwestern,0,60,74,0,-,,2011-01-19 07:00:00,,,
318,michigan,basketball,2011-01-22 19:00:00,regular,minnesota (15),0,64,69,0,-,15.0,2011-01-23 05:00:00,,,
319,michigan,basketball,2011-01-27 19:00:00,regular,michigan state (25),1,61,57,0,-,25.0,2011-01-28 05:00:00,,,
320,michigan,basketball,2011-01-30 16:00:00,regular,iowa,1,87,73,0,-,,2011-01-31 02:00:00,,,
321,michigan,basketball,2011-02-03 19:00:00,regular,ohio state (1),0,53,62,0,-,1.0,2011-02-04 05:00:00,,,
322,michigan,basketball,2011-02-06 12:00:00,regular,penn state,1,65,62,0,-,,2011-02-06 22:00:00,,,
323,michigan,basketball,2011-02-09 18:30:00,regular,northwestern,1,75,66,0,-,,2011-02-10 04:30:00,,,
324,michigan,basketball,2011-02-12 16:00:00,regular,indiana,1,73,69,0,-,,2011-02-13 02:00:00,,,
325,michigan,basketball,2011-02-16 20:30:00,regular,illinois,0,52,54,0,-,,2011-02-17 06:30:00,,,
326,michigan,basketball,2011-02-19 16:30:00,regular,iowa,1,75,72,1,-,,2011-02-20 02:30:00,,,
327,michigan,basketball,2011-02-23 18:30:00,regular,wisconsin (12),0,52,53,0,-,12.0,2011-02-24 04:30:00,,,
328,michigan,basketball,2011-02-26 16:30:00,regular,minnesota,1,70,63,0,-,,2011-02-27 02:30:00,,,
329,michigan,basketball,2011-03-05 14:00:00,regular,michigan state,1,70,63,0,-,,2011-03-06 00:00:00,,,
330,michigan,basketball,2011-03-11 14:30:00,CTOURN,illinois,1,60,55,0,-,,2011-03-12 00:30:00,,,
331,michigan,basketball,2011-03-12 13:40:00,CTOURN,ohio state (1),0,61,68,0,-,1.0,2011-03-12 23:40:00,,,
332,michigan,basketball,2011-03-18 12:40:00,NCAA,tennessee,1,75,45,0,,,2011-03-18 22:40:00,,,
333,michigan,basketball,2011-03-20 14:45:00,NCAA,duke (3),0,71,73,0,,3.0,2011-03-21 00:45:00,,,
334,michigan,basketball,2011-11-11 19:00:00,regular,ferris state,1,59,33,0,18,,2011-11-12 05:00:00,,,
335,michigan,basketball,2011-11-14 20:30:00,regular,towson,1,64,47,0,17,,2011-11-15 06:30:00,,,
336,michigan,basketball,2011-11-17 20:30:00,regular,western illinois,1,59,55,0,17,,2011-11-18 06:30:00,,,
337,michigan,basketball,2011-11-21 16:00:00,regular,memphis (8),1,73,61,0,15,8.0,2011-11-22 02:00:00,,,
338,michigan,basketball,2011-11-22 20:00:00,regular,duke (6),0,75,82,0,15,6.0,2011-11-23 06:00:00,,,
339,michigan,basketball,2011-11-23 20:30:00,regular,ucla,1,79,63,0,15,,2011-11-24 06:30:00,,,
340,michigan,basketball,2011-11-29 19:00:00,regular,virginia,0,58,70,0,14,,2011-11-30 05:00:00,,,
341,michigan,basketball,2011-12-03 12:00:00,regular,iowa state,1,76,66,0,14,,2011-12-03 22:00:00,,,
342,michigan,basketball,2011-12-10 16:00:00,regular,oakland,1,90,80,0,20,,2011-12-11 02:00:00,,,
343,michigan,basketball,2011-12-13 19:00:00,regular,arkansas-pine bluff,1,63,50,0,20,,2011-12-14 05:00:00,,,
344,michigan,basketball,2011-12-17 12:00:00,regular,alabama a&m,1,87,57,0,20,,2011-12-17 22:00:00,,,
345,michigan,basketball,2011-12-22 18:30:00,regular,bradley,1,77,66,0,20,,2011-12-23 04:30:00,,,
346,michigan,basketball,2011-12-29 19:30:00,regular,penn state,1,71,53,0,18,,2011-12-30 05:30:00,,,
347,michigan,basketball,2012-01-01 16:00:00,regular,minnesota,1,61,56,0,18,,2012-01-02 02:00:00,,,
348,michigan,basketball,2012-01-05 21:00:00,regular,indiana (12),0,71,73,0,16,12.0,2012-01-06 07:00:00,,,
349,michigan,basketball,2012-01-08 13:30:00,regular,wisconsin (18),1,59,41,0,16,18.0,2012-01-08 23:30:00,,,
350,michigan,basketball,2012-01-11 18:30:00,regular,northwestern,1,66,64,1,13,,2012-01-12 04:30:00,,,
351,michigan,basketball,2012-01-14 13:00:00,regular,iowa,0,59,75,0,13,,2012-01-14 23:00:00,,,
352,michigan,basketball,2012-01-17 19:00:00,regular,michigan state (9),1,60,59,0,20,9.0,2012-01-18 05:00:00,,,
353,michigan,basketball,2012-01-21 14:00:00,regular,arkansas,0,64,66,0,20,,2012-01-22 00:00:00,,,
354,michigan,basketball,2012-01-24 19:00:00,regular,purdue,1,66,64,0,20,,2012-01-25 05:00:00,,,
355,michigan,basketball,2012-01-29 13:00:00,regular,ohio state (4),0,49,64,0,20,4.0,2012-01-29 23:00:00,,,
356,michigan,basketball,2012-02-01 18:30:00,regular,indiana (20),1,68,56,0,23,20.0,2012-02-02 04:30:00,,,
357,michigan,basketball,2012-02-05 13:00:00,regular,michigan state (9),0,54,64,0,23,9.0,2012-02-05 23:00:00,,,
358,michigan,basketball,2012-02-08 20:30:00,regular,nebraska,1,62,46,0,22,,2012-02-09 06:30:00,,,
359,michigan,basketball,2012-02-12 13:00:00,regular,illinois,1,70,61,0,22,,2012-02-12 23:00:00,,,
360,michigan,basketball,2012-02-18 21:00:00,regular,ohio state (6),1,56,51,0,17,6.0,2012-02-19 07:00:00,,,
361,michigan,basketball,2012-02-21 20:00:00,regular,northwestern,1,67,55,1,11,,2012-02-22 06:00:00,,,
362,michigan,basketball,2012-02-25 18:00:00,regular,purdue,0,61,75,0,11,,2012-02-26 04:00:00,,,
363,michigan,basketball,2012-03-01 19:00:00,regular,illinois,1,72,61,0,13,,2012-03-02 05:00:00,,,
364,michigan,basketball,2012-03-04 13:00:00,regular,penn state,1,71,65,0,13,,2012-03-04 23:00:00,,,
365,michigan,basketball,2012-03-09 18:30:00,CTOURN,minnesota,1,73,69,1,10,,2012-03-10 04:30:00,,,
366,michigan,basketball,2012-03-10 16:05:00,CTOURN,ohio state (7),0,55,77,0,10,7.0,2012-03-11 02:05:00,,,
367,michigan,basketball,2012-03-16 18:20:00,NCAA,ohio,0,60,65,0,,,2012-03-17 04:20:00,,,
368,michigan,basketball,2012-11-09 20:30:00,regular,slippery rock,1,100,62,0,5,,2012-11-10 06:30:00,,,
369,michigan,basketball,2012-11-12 21:00:00,regular,iupui,1,91,54,0,5,,2012-11-13 07:00:00,,,
370,michigan,basketball,2012-11-13 20:00:00,regular,cleveland state,1,77,47,0,5,,2012-11-14 06:00:00,,,
371,michigan,basketball,2012-11-21 21:30:00,regular,pittsburgh,1,67,62,0,4,,2012-11-22 07:30:00,,,
372,michigan,basketball,2012-11-23 16:30:00,regular,kansas state,1,71,57,0,4,,2012-11-24 02:30:00,,,
373,michigan,basketball,2012-11-27 19:30:00,regular,nc state (18),1,79,72,0,3,18.0,2012-11-28 05:30:00,,,
374,michigan,basketball,2012-12-01 16:00:00,regular,bradley,1,74,66,0,3,,2012-12-02 02:00:00,,,
375,michigan,basketball,2012-12-04 20:30:00,regular,western michigan,1,73,41,0,3,,2012-12-05 06:30:00,,,
376,michigan,basketball,2012-12-08 12:00:00,regular,arkansas,1,80,67,0,3,,2012-12-08 22:00:00,,,
377,michigan,basketball,2012-12-11 19:00:00,regular,binghamton,1,67,39,0,3,,2012-12-12 05:00:00,,,
378,michigan,basketball,2012-12-15 20:00:00,regular,west virginia,1,81,66,0,3,,2012-12-16 06:00:00,,,
379,michigan,basketball,2012-12-20 20:30:00,regular,eastern michigan,1,93,54,0,2,,2012-12-21 06:30:00,,,
380,michigan,basketball,2012-12-29 19:00:00,regular,central michigan,1,88,73,0,2,,2012-12-30 05:00:00,,,
381,michigan,basketball,2013-01-03 19:00:00,regular,northwestern,1,94,66,0,2,,2013-01-04 05:00:00,,,
382,michigan,basketball,2013-01-06 12:00:00,regular,iowa,1,95,67,0,2,,2013-01-06 22:00:00,,,
383,michigan,basketball,2013-01-09 19:00:00,regular,nebraska,1,62,47,0,2,,2013-01-10 05:00:00,,,
384,michigan,basketball,2013-01-13 13:30:00,regular,ohio state (15),0,53,56,0,2,15.0,2013-01-13 23:30:00,,,
385,michigan,basketball,2013-01-17 19:00:00,regular,minnesota (9),1,83,75,0,5,9.0,2013-01-18 05:00:00,,,
386,michigan,basketball,2013-01-24 19:00:00,regular,purdue,1,68,53,0,2,,2013-01-25 05:00:00,,,
387,michigan,basketball,2013-01-27 18:00:00,regular,illinois,1,74,60,0,2,,2013-01-28 04:00:00,,,
388,michigan,basketball,2013-01-30 18:30:00,regular,northwestern,1,68,46,0,1,,2013-01-31 04:30:00,,,
389,michigan,basketball,2013-02-02 21:00:00,regular,indiana (3),0,73,81,0,1,3.0,2013-02-03 07:00:00,,,
390,michigan,basketball,2013-02-05 21:00:00,regular,ohio state (10),1,76,74,1,3,10.0,2013-02-06 07:00:00,,,
391,michigan,basketball,2013-02-09 12:00:00,regular,wisconsin,0,62,65,1,3,,2013-02-09 22:00:00,,,
392,michigan,basketball,2013-02-12 21:00:00,regular,michigan state (8),0,52,75,0,4,8.0,2013-02-13 07:00:00,,,
393,michigan,basketball,2013-02-17 12:00:00,regular,penn state,1,79,71,0,4,,2013-02-17 22:00:00,,,
394,michigan,basketball,2013-02-24 13:00:00,regular,illinois,1,71,58,0,7,,2013-02-24 23:00:00,,,
395,michigan,basketball,2013-02-27 18:30:00,regular,penn state,0,78,84,0,4,,2013-02-28 04:30:00,,,
396,michigan,basketball,2013-03-03 16:00:00,regular,michigan state (9),1,58,57,0,4,9.0,2013-03-04 02:00:00,,,
397,michigan,basketball,2013-03-06 19:00:00,regular,purdue,1,80,75,0,7,,2013-03-07 05:00:00,,,
398,michigan,basketball,2013-03-10 16:00:00,regular,indiana (2),0,71,72,0,7,2.0,2013-03-11 02:00:00,,,
399,michigan,basketball,2013-03-14 14:30:00,CTOURN,penn state,1,83,66,0,6,,2013-03-15 00:30:00,,,
400,michigan,basketball,2013-03-15 14:30:00,CTOURN,wisconsin (22),0,59,68,0,6,22.0,2013-03-16 00:30:00,,,
401,michigan,basketball,2013-03-21 19:15:00,NCAA,south dakota state,1,71,56,0,,,2013-03-22 05:15:00,,,
402,michigan,basketball,2013-03-23 12:15:00,NCAA,virginia commonwealth,1,78,53,0,,,2013-03-23 22:15:00,,,
403,michigan,basketball,2013-03-29 19:37:00,NCAA,kansas (3),1,87,85,1,,3.0,2013-03-30 05:37:00,,,
404,michigan,basketball,2013-03-31 14:20:00,NCAA,florida (14),1,79,59,0,,14.0,2013-04-01 00:20:00,,,
405,michigan,basketball,2013-04-06 21:21:00,NCAA,syracuse (16),1,61,56,0,,16.0,2013-04-07 07:21:00,,,
406,michigan,basketball,2013-04-08 21:23:00,NCAA,louisville (2),0,76,82,0,,2.0,2013-04-09 07:23:00,,,
407,michigan,basketball,2013-11-08 19:00:00,regular,massachusetts-lowell,1,69,42,0,7,,2013-11-09 05:00:00,,,
408,michigan,basketball,2013-11-12 19:00:00,regular,south carolina state,1,93,59,0,7,,2013-11-13 05:00:00,,,
409,michigan,basketball,2013-11-17 17:00:00,regular,iowa state,0,70,77,0,7,,2013-11-18 03:00:00,,,
410,michigan,basketball,2013-11-21 18:00:00,regular,long beach state,1,85,61,0,15,,2013-11-22 04:00:00,,,
411,michigan,basketball,2013-11-22 18:00:00,regular,florida state,1,82,80,1,15,,2013-11-23 04:00:00,,,
412,michigan,basketball,2013-11-24 19:30:00,regular,charlotte,0,61,63,0,15,,2013-11-25 05:30:00,,,
413,michigan,basketball,2013-11-29 15:00:00,regular,coppin state,1,87,45,0,22,,2013-11-30 01:00:00,,,
414,michigan,basketball,2013-12-03 21:20:00,regular,duke (10),0,69,79,0,22,10.0,2013-12-04 07:20:00,,,
415,michigan,basketball,2013-12-07 12:00:00,regular,houston baptist,1,107,53,0,22,,2013-12-07 22:00:00,,,
416,michigan,basketball,2013-12-14 12:00:00,regular,arizona (1),0,70,72,0,-,1.0,2013-12-14 22:00:00,,,
417,michigan,basketball,2013-12-21 20:30:00,regular,stanford,1,68,65,0,-,,2013-12-22 06:30:00,,,
418,michigan,basketball,2013-12-28 18:30:00,regular,holy cross,1,88,66,0,-,,2013-12-29 04:30:00,,,
419,michigan,basketball,2014-01-02 19:00:00,regular,minnesota,1,63,60,0,-,,2014-01-03 05:00:00,,,
